,name,type
2173,Khin Nwe Nwe,person
2174,Khin Nwe Oo,person
2175,Khin Nwe Win,person
2176,Khin Nwe Yi,person
2177,Khin Nyein,person
2178,Khin Nyein,person
2179,Khin Nyein Nyein,person
2180,Khin Nyo,person
2181,Khin Nyo,person
2182,Khin Nyo Nyo,person
2183,Khin Nyo Win,person
2184,Khin Nyunt,person
2185,Khin Nyunt,person
2186,Khin Nyunt Nyunt,person
2187,Khin Nyunt Wai,person
2188,Khin Nyunt Yi,person
2189,Khin Ohn,person
2190,Khin Ohn,person
2191,Khin Ohn Kyi,person
2192,Khin Ohn Myint,person
2193,Khin Ohn Yi,person
2194,Khin Ohnmar,person
2195,Khin Oo,person
2196,Khin Oo,person
2197,Khin Oo May,person
2198,Khin Ou,person
2199,Khin Phone,person
2200,Khin Phone Myint,person
2201,Khin Phyu,person
2202,Khin Phyu Phyu,person
2203,Khin Phyu Win,person
2204,Khin Po,person
2205,Khin Pu,person
2206,Khin Pyone,person
2207,Khin Pyone Kyi,person
2208,Khin Pyone Pyone,person
2209,Khin Pyone Shwe,person
2210,Khin Pyone Win,person
2211,Khin Pyone Yi,person
2212,Khin San,person
2213,Khin San,person
2214,Khin San Aye,person
2215,Khin San Hlaing,person
2216,Khin San Htay,person
2217,Khin San Htwe,person
2218,Khin San Kyi,person
2219,Khin San Kyu,person
2220,Khin San Lin,person
2221,Khin San Lwin,person
2222,Khin San Maw,person
2223,Khin San May,person
2224,Khin San Mu,person
2225,Khin San Myint,person
2226,Khin San Nwe,person
2227,Khin San Nyunt,person
2228,Khin San Oo,person
2229,Khin San San,person
2230,Khin San Shwe,person
2231,Khin San Tin,person
2232,Khin San Tint,person
2233,Khin San Wai,person
2234,Khin San Win,person
2235,Khin San Ye,person
2236,Khin San Yi,person
2237,Khin San Yin,person
2238,Khin San Yu,person
2239,Khin Sandar,person
2240,Khin Sandar Win,person
2241,Khin Saw,person
2242,Khin Saw,person
2243,Khin Saw Hla,person
2244,Khin Saw Hnin,person
2245,Khin Saw Lwin,person
2246,Khin Saw Mu,person
2247,Khin Saw Myint,person
2248,Khin Saw Nwe,person
2249,Khin Saw Oo,person
2250,Khin Saw Wai,person
2251,Khin Saw Win,person
2252,Khin Saw Yi,person
2253,Khin Sein,person
2254,Khin Sein,person
2255,Khin Sein Myint,person
2256,Khin Sein Win,person
2257,Khin Shein,person
2258,Khin Shein,person
2259,Khin Shu,person
2260,Khin Shwe,person
2261,Khin Shwe,person
2262,Khin Shwe Oo,person
2263,Khin Shwe Win,person
2264,Khin Si,person
2265,Khin Sint,person
2266,Khin Soe,person
2267,Khin Soe,person
2268,Khin Soe Lwin,person
2269,Khin Soe Min,person
2270,Khin Soe Myint,person
2271,Khin Soe Soe,person
2272,Khin Soe Win,person
2273,Khin Soe Yi,person
2274,Khin Su,person
2275,Khin Su Hlaing,person
2276,Khin Su Su,person
2277,Khin Su Wai,person
2278,Khin Su Win,person
2279,Khin Swe,person
2280,Khin Swe,person
2281,Khin Swe Aye,person
2282,Khin Swe Hlaing,person
2283,Khin Swe Myint,person
2284,Khin Swe Oo,person
2285,Khin Swe Than,person
2286,Khin Swe Thein,person
2287,Khin Swe Tint,person
2288,Khin Swe Win,person
2289,Khin Swe Yi,person
2290,Khin Swe Yu,person
2291,Khin Than,person
2292,Khin Than,person
2293,Khin Than Aye,person
2294,Khin Than Hla,person
2295,Khin Than Htay,person
2296,Khin Than Htwe,person
2297,Khin Than Kyi,person
2298,Khin Than Lwin,person
2299,Khin Than Myint,person
2300,Khin Than Naing,person
2301,Khin Than Nu,person
2302,Khin Than Nwe,person
2303,Khin Than Nwet,person
2304,Khin Than Nyunt,person
2305,Khin Than Oo,person
2306,Khin Than Sein,person
2307,Khin Than Shwe,person
2308,Khin Than Si,person
2309,Khin Than Su,person
2310,Khin Than Swe,person
2311,Khin Than Tin,person
2312,Khin Than Wai,person
2313,Khin Than Win,person
2314,Khin Than Yi,person
2315,Khin Than Yin,person
2316,Khin Than Yu,person
2317,Khin Thandar,person
2318,Khin Thandar Soe,person
2319,Khin Thant Zin,person
2320,Khin Thaung,person
2321,Khin Thaung,person
2322,Khin Thein,person
2323,Khin Thein,person
2324,Khin Thein Aye,person
2325,Khin Thein Myint,person
2326,Khin Thein Oo,person
2327,Khin Thein Win,person
2328,Khin Thein Yi,person
2329,Khin Thet,person
2330,Khin Thet Nwe,person
2331,Khin Thet Swe,person
2332,Khin Thet Tin,person
2333,Khin Thet Wai,person
2334,Khin Thi,person
2335,Khin Thida,person
2336,Khin Thida Aye,person
2337,Khin Thida Lwin,person
2338,Khin Thida Soe,person
2339,Khin Thida Tun,person
2340,Khin Thida Win,person
2341,Khin Thu,person
2342,Khin Thuzar,person
2343,Khin Ti,person
2344,Khin Tint,person
2345,Khin Toe,person
2346,Khin Toe,person
2347,Khin Toe Myint,person
2348,Khin Toke,person
2349,Khin Tun,person
2350,Khin Wai,person
2351,Khin War,person
2352,Khin War War,person
2353,Khin Win,person
2354,Khin Win,person
2355,Khin Win Kyi,person
2356,Khin Win Kyu,person
2357,Khin Win Mar,person
2358,Khin Win Maw,person
2359,Khin Win May,person
2360,Khin Win Myint,person
2361,Khin Win Nwe,person
2362,Khin Win Sein,person
2363,Khin Win Shwe,person
2364,Khin Win Swe,person
2365,Khin Win Tint,person
2366,Khin Win Win,person
2367,Khin Win Yi,person
2368,Khin Wine,person
2369,Khin Ye,person
2370,Khin Yi,person
2371,Khin Yi Myint,person
2372,Khin Yone,person
2373,Khin Yu,person
2374,Khin Yu May,person
2375,Khin Yu Wai,person
2376,Khin Zaw,person
2377,Khin Zaw Aung,person
2378,Khin Zaw Myint,person
2379,Khin Zaw Oo,person
2380,Khin Zaw Win,person
2381,Killer Whale,animal
2382,King Cobra,animal
2383,King Crab,animal
2384,King Penguin,animal
2385,King mackerel,food
2386,Kingfisher,animal
2387,Kiwi,animal
2388,Kiwi,food
2389,Ko,person
2390,Ko Aung,person
2391,Ko Gyi,person
2392,Ko Ko,person
2393,Ko Ko Aung,person
2394,Ko Ko Aye,person
2395,Ko Ko Gyi,person
2396,Ko Ko Hlaing,person
2397,Ko Ko Htwe,person
2398,Ko Ko Kyaw,person
2399,Ko Ko Kyi,person
2400,Ko Ko Lat,person
2401,Ko Ko Lay,person
2402,Ko Ko Lwin,person
2403,Ko Ko Maung,person
2404,Ko Ko Myint,person
2405,Ko Ko Naing,person
2406,Ko Ko Oo,person
2407,Ko Ko Soe,person
2408,Ko Ko Thein,person
2409,Ko Ko Tin,person
2410,Ko Ko Tun,person
2411,Ko Ko Win,person
2412,Ko Ko Zaw,person
2413,Ko Kyi,person
2414,Ko Lat,person
2415,Ko Lay,person
2416,Ko Myint,person
2417,Ko Oo,person
2418,Ko Win,person
2419,Koala,animal
2420,Kohlrabi,food
2421,Komatsuna,food
2422,Kombu,food
2423,Komodo Dragon,animal
2424,Krill,animal
2425,Kudu,animal
2426,Kumquat,food
2427,Kyaing,person
2428,Kyaing,person
2429,Kyaing Kyaing,person
2430,Kyaing San Shwe,person
2431,Kyaw,person
2432,Kyaw Aung,person
2433,Kyaw Aye,person
2434,Kyaw Din,person
2435,Kyaw Dun,person
2436,Kyaw Gyi,person
2437,Kyaw Han,person
2438,Kyaw Hein,person
2439,Kyaw Hla,person
2440,Kyaw Hlaing,person
2441,Kyaw Hoe,person
2442,Kyaw Htay,person
2443,Kyaw Htet,person
2444,Kyaw Htike,person
2445,Kyaw Htin,person
2446,Kyaw Htoo,person
2447,Kyaw Htut,person
2448,Kyaw Htwe,person
2449,Kyaw Khaing,person
2450,Kyaw Khaing Oo,person
2451,Kyaw Khin,person
2452,Kyaw Khin Thein,person
2453,Kyaw Ko Ko,person
2454,Kyaw Kyaw,person
2455,Kyaw Kyaw Aung,person
2456,Kyaw Kyaw Aye,person
2457,Kyaw Kyaw Hlaing,person
2458,Kyaw Kyaw Htay,person
2459,Kyaw Kyaw Htwe,person
2460,Kyaw Kyaw Khaing,person
2461,Kyaw Kyaw Lin,person
2462,Kyaw Kyaw Lwin,person
2463,Kyaw Kyaw Min,person
2464,Kyaw Kyaw Moe,person
2465,Kyaw Kyaw Myint,person
2466,Kyaw Kyaw Naing,person
2467,Kyaw Kyaw Nyunt,person
2468,Kyaw Kyaw Oo,person
2469,Kyaw Kyaw Sein,person
2470,Kyaw Kyaw Soe,person
2471,Kyaw Kyaw Thein,person
2472,Kyaw Kyaw Tun,person
2473,Kyaw Kyaw Win,person
2474,Kyaw Kyaw Zin,person
2475,Kyaw Lay,person
2476,Kyaw Lin,person
2477,Kyaw Lin Aung,person
2478,Kyaw Lin Oo,person
2479,Kyaw Lin Tun,person
2480,Kyaw Lwin,person
2481,Kyaw Lwin Oo,person
2482,Kyaw Maung,person
2483,Kyaw Min,person
2484,Kyaw Min Aung,person
2485,Kyaw Min Aye,person
2486,Kyaw Min Khaing,person
2487,Kyaw Min Lwin,person
2488,Kyaw Min Naing,person
2489,Kyaw Min Oo,person
2490,Kyaw Min Soe,person
2491,Kyaw Min Thein,person
2492,Kyaw Min Tun,person
2493,Kyaw Moe,person
2494,Kyaw Moe Aung,person
2495,Kyaw Moe Khaing,person
2496,Kyaw Moe Lwin,person
2497,Kyaw Moe Naing,person
2498,Kyaw Moe Thu,person
2499,Kyaw Moe Zaw,person
2500,Kyaw Mya,person
2501,Kyaw Mya Thein,person
2502,Kyaw Myaing,person
2503,Kyaw Myat Soe,person
2504,Kyaw Myint,person
2505,Kyaw Myint Aung,person
2506,Kyaw Myint Naing,person
2507,Kyaw Myint Oo,person
2508,Kyaw Myint Swe,person
2509,Kyaw Myint Thein,person
2510,Kyaw Myint Tun,person
2511,Kyaw Myo,person
2512,Kyaw Myo Aung,person
2513,Kyaw Myo Hlaing,person
2514,Kyaw Myo Khaing,person
2515,Kyaw Myo Lwin,person
2516,Kyaw Myo Naing,person
2517,Kyaw Myo Nyunt,person
2518,Kyaw Myo Tun,person
2519,Kyaw Myo Win,person
2520,Kyaw Naing,person
2521,Kyaw Naing Oo,person
2522,Kyaw Naing Soe,person
2523,Kyaw Naing Tun,person
2524,Kyaw Naing Win,person
2525,Kyaw Ngwe,person
2526,Kyaw Nyan Tun,person
2527,Kyaw Nyein,person
2528,Kyaw Nyunt,person
2529,Kyaw Ohn,person
2530,Kyaw Oo,person
2531,Kyaw Paing,person
2532,Kyaw Pe,person
2533,Kyaw San,person
2534,Kyaw San Lin,person
2535,Kyaw San Lwin,person
2536,Kyaw San Myint,person
2537,Kyaw San Oo,person
2538,Kyaw San Tun,person
2539,Kyaw San Win,person
2540,Kyaw Sein,person
2541,Kyaw Sein Hla,person
2542,Kyaw Sein Tun,person
2543,Kyaw Sein Win,person
2544,Kyaw Shein,person
2545,Kyaw Shin,person
2546,Kyaw Shwe,person
2547,Kyaw Sint,person
2548,Kyaw Soe,person
2549,Kyaw Soe Aung,person
2550,Kyaw Soe Hlaing,person
2551,Kyaw Soe Lin,person
2552,Kyaw Soe Lwin,person
2553,Kyaw Soe Min,person
2554,Kyaw Soe Moe,person
2555,Kyaw Soe Myint,person
2556,Kyaw Soe Naing,person
2557,Kyaw Soe Oo,person
2558,Kyaw Soe Tun,person
2559,Kyaw Soe Win,person
2560,Kyaw Swar,person
2561,Kyaw Swar Aung,person
2562,Kyaw Swar Lin,person
2563,Kyaw Swar Lwin,person
2564,Kyaw Swar Myint,person
2565,Kyaw Swar Oo,person
2566,Kyaw Swar Soe,person
2567,Kyaw Swar Tun,person
2568,Kyaw Swar Win,person
2569,Kyaw Swe,person
2570,Kyaw Swe Oo,person
2571,Kyaw Swe Win,person
2572,Kyaw Than,person
2573,Kyaw Than Htay,person
2574,Kyaw Than Oo,person
2575,Kyaw Thant,person
2576,Kyaw Thar,person
2577,Kyaw Thaung,person
2578,Kyaw Thein,person
2579,Kyaw Thein Oo,person
2580,Kyaw Thet,person
2581,Kyaw Thet Hlaing,person
2582,Kyaw Thiha,person
2583,Kyaw Thin,person
2584,Kyaw Thu,person
2585,Kyaw Thu Aung,person
2586,Kyaw Thu Win,person
2587,Kyaw Thura,person
2588,Kyaw Thwin,person
2589,Kyaw Tin,person
2590,Kyaw Tint,person
2591,Kyaw Toe,person
2592,Kyaw Tun,person
2593,Kyaw Tun Aung,person
2594,Kyaw Tun Myint,person
2595,Kyaw Tun Naing,person
2596,Kyaw Tun Oo,person
2597,Kyaw Tun Win,person
2598,Kyaw Wa,person
2599,Kyaw Wai,person
2600,Kyaw Wan,person
2601,Kyaw Way,person
2602,Kyaw Win,person
2603,Kyaw Win Aung,person
2604,Kyaw Win Hlaing,person
2605,Kyaw Win Maung,person
2606,Kyaw Win Myint,person
2607,Kyaw Win Naing,person
2608,Kyaw Win Oo,person
2609,Kyaw Win Sein,person
2610,Kyaw Win Swe,person
2611,Kyaw Win Tun,person
2612,Kyaw Ya,person
2613,Kyaw Yan,person
2614,Kyaw Yi,person
2615,Kyaw Yin,person
2616,Kyaw Zan,person
2617,Kyaw Zaw,person
2618,Kyaw Zaw Aung,person
2619,Kyaw Zaw Lin,person
2620,Kyaw Zaw Oo,person
2621,Kyaw Zaw Tun,person
2622,Kyaw Zeya,person
2623,Kyaw Zeya Lin,person
2624,Kyaw Zeya Thein,person
2625,Kyaw Zeya Win,person
2626,Kyaw Zin,person
2627,Kyaw Zin Lat,person
2628,Kyaw Zin Oo,person
2629,Kyaw Zin Tun,person
2630,Kyawt Kyawt Khaing,person
2631,Kyawt Sein,person
2632,Kyi,person
2633,Kyi,person
2634,Kyi Aung,person
2635,Kyi Aung,person
2636,Kyi Aye,person
2637,Kyi Aye,person
2638,Kyi Han,person
2639,Kyi Hla,person
2640,Kyi Hla,person
2641,Kyi Hlaing,person
2642,Kyi Hlaing,person
2643,Kyi Htain,person
2644,Kyi Htay,person
2645,Kyi Htay,person
2646,Kyi Htoo,person
2647,Kyi Htwe,person
2648,Kyi Htwe,person
2649,Kyi Hwet,person
2650,Kyi Khaing,person
2651,Kyi Khin,person
2652,Kyi Khin,person
2653,Kyi Kyi,person
2654,Kyi Kyi Aye,person
2655,Kyi Kyi Cho,person
2656,Kyi Kyi Han,person
2657,Kyi Kyi Hla,person
2658,Kyi Kyi Hlaing,person
2659,Kyi Kyi Htay,person
2660,Kyi Kyi Htwe,person
2661,Kyi Kyi Khaing,person
2662,Kyi Kyi Khin,person
2663,Kyi Kyi Lwin,person
2664,Kyi Kyi Mar,person
2665,Kyi Kyi Maw,person
2666,Kyi Kyi May,person
2667,Kyi Kyi Mya,person
2668,Kyi Kyi Myint,person
2669,Kyi Kyi Nwe,person
2670,Kyi Kyi Nyunt,person
2671,Kyi Kyi Ohn,person
2672,Kyi Kyi Oo,person
2673,Kyi Kyi San,person
2674,Kyi Kyi Sein,person
2675,Kyi Kyi Shein,person
2676,Kyi Kyi Shwe,person
2677,Kyi Kyi Soe,person
2678,Kyi Kyi Swe,person
2679,Kyi Kyi Than,person
2680,Kyi Kyi Thein,person
2681,Kyi Kyi Thin,person
2682,Kyi Kyi Tin,person
2683,Kyi Kyi Tun,person
2684,Kyi Kyi Wai,person
2685,Kyi Kyi Win,person
2686,Kyi Lay,person
2687,Kyi Lay,person
2688,Kyi Lin,person
2689,Kyi Lwin,person
2690,Kyi Lwin Myint,person
2691,Kyi Maung,person
2692,Kyi May,person
2693,Kyi Min,person
2694,Kyi Moe,person
2695,Kyi Mya,person
2696,Kyi Mya,person
2697,Kyi Myaing,person
2698,Kyi Myint,person
2699,Kyi Myint,person
2700,Kyi Myo Lwin,person
2701,Kyi Naing,person
2702,Kyi Ngwe,person
2703,Kyi Nyein,person
2704,Kyi Nyo,person
2705,Kyi Nyunt,person
2706,Kyi Nyunt,person
2707,Kyi Oo,person
2708,Kyi Pe,person
2709,Kyi San,person
2710,Kyi San,person
2711,Kyi Saung,person
2712,Kyi Sein,person
2713,Kyi Sein,person
2714,Kyi Shein,person
2715,Kyi Shin,person
2716,Kyi Shwe,person
2717,Kyi Shwin,person
2718,Kyi Soe,person
2719,Kyi Swe,person
2720,Kyi Than,person
2721,Kyi Than,person
2722,Kyi Thar,person
2723,Kyi Thaung,person
2724,Kyi Thein,person
2725,Kyi Thein,person
2726,Kyi Thwin,person
2727,Kyi Tin,person
2728,Kyi Toe,person
2729,Kyi Tun,person
2730,Kyi Wai,person
2731,Kyi Wai,person
2732,Kyi Win,person
2733,Kyi Win,person
2734,Kyi Yin,person
2735,Kyi Yin,person
2736,Kyin,person
2737,Kyin,person
2738,Kyin Aung,person
2739,Kyin Aye,person
2740,Kyin Aye,person
2741,Kyin Han,person
2742,Kyin Han,person
2743,Kyin Hla,person
2744,Kyin Hlaing,person
2745,Kyin Hlaing,person
2746,Kyin Hmwe,person
2747,Kyin Hoke,person
2748,Kyin Hote,person
2749,Kyin Htay,person
2750,Kyin Htay,person
2751,Kyin Htwe,person
2752,Kyin Htwe,person
2753,Kyin Hwet,person
2754,Kyin Khaing,person
2755,Kyin Khaing,person
2756,Kyin Khin,person
2757,Kyin Khin,person
2758,Kyin Kyi,person
2759,Kyin Kyin,person
2760,Kyin Kyin Aye,person
2761,Kyin Kyin Win,person
2762,Kyin Kyu,person
2763,Kyin Lin,person
2764,Kyin Lwan,person
2765,Kyin Maung,person
2766,Kyin May,person
2767,Kyin Mhwe,person
2768,Kyin Mya,person
2769,Kyin Myaing,person
2770,Kyin Myint,person
2771,Kyin Myint,person
2772,Kyin Ngwe,person
2773,Kyin Ngwe,person
2774,Kyin Nu,person
2775,Kyin Nwe,person
2776,Kyin Nyunt,person
2777,Kyin Ohn,person
2778,Kyin Ohn,person
2779,Kyin Oo,person
2780,Kyin Oo,person
2781,Kyin Ou,person
2782,Kyin Pe,person
2783,Kyin Po,person
2784,Kyin Po,person
2785,Kyin Pu,person
2786,Kyin Pyone,person
2787,Kyin Saing,person
2788,Kyin Saing,person
2789,Kyin San,person
2790,Kyin San,person
2791,Kyin Saw,person
2792,Kyin Saw,person
2793,Kyin Sein,person
2794,Kyin Sein,person
2795,Kyin Sheik,person
2796,Kyin Shein,person
2797,Kyin Shein,person
2798,Kyin Shwe,person
2799,Kyin Shwe,person
2800,Kyin Si,person
2801,Kyin Soe,person
2802,Kyin Su,person
2803,Kyin Swan,person
2804,Kyin Swe,person
2805,Kyin Tee,person
2806,Kyin Than,person
2807,Kyin Than,person
2808,Kyin Thaung,person
2809,Kyin Thein,person
2810,Kyin Thein,person
2811,Kyin Thi,person
2812,Kyin Ti,person
2813,Kyin Ti,person
2814,Kyin Tin,person
2815,Kyin Tin,person
2816,Kyin Toe,person
2817,Kyin Tun,person
2818,Kyin Wai,person
2819,Kyin Wan,person
2820,Kyin War,person
2821,Kyin Whet,person
2822,Kyin Win,person
2823,Kyin Win,person
2824,Kyin Yi,person
2825,Kyin Yi,person
2826,Kyin Yin,person
2827,Kyin Yon,person
2828,Kyin Yone,person
2829,Kyu,person
2830,Kyu,person
2831,Kyu Khin,person
2832,Kyu Kyu,person
2833,Kyu Kyu Aung,person
2834,Kyu Kyu Aye,person
2835,Kyu Kyu Hla,person
2836,Kyu Kyu Khaing,person
2837,Kyu Kyu Khin,person
2838,Kyu Kyu Lwin,person
2839,Kyu Kyu Mar,person
2840,Kyu Kyu May,person
2841,Kyu Kyu Min,person
2842,Kyu Kyu Myint,person
2843,Kyu Kyu San,person
2844,Kyu Kyu Sein,person
2845,Kyu Kyu Shein,person
2846,Kyu Kyu Swe,person
2847,Kyu Kyu Than,person
2848,Kyu Kyu Thin,person
2849,Kyu Kyu Win,person
2850,Kyu Sein,person
2851,Kywe,person
2852,Kywe,person
2853,Kywe Kywe,person
2854,Labradoodle,animal
2855,Labrador Retriever,animal
2856,Ladybug,animal
2857,Lake trout,food
2858,Lambsquarters,food
2859,Lamprey,animal
2860,Lard,food
2861,Lasagna,food
2862,Lat Lat,person
2863,Lay Aung,person
2864,Lay Khaing,person
2865,Lay Khin,person
2866,Lay Kyu,person
2867,Lay Lay Myint,person
2868,Lay Lay Nwe,person
2869,Lay Lwin,person
2870,Lay Maung,person
2871,Lay Myint,person
2872,Lay Naing,person
2873,Lay Nwe,person
2874,Lay Phyo,person
2875,Lay Sein,person
2876,Lay Tin,person
2877,Lay Tin,person
2878,Lay War,person
2879,Lay Win,person
2880,Leaf Tailed Gecko,animal
2881,Leather chiton,food
2882,Leavening agent,food
2883,Leek,food
2884,Lemming,animal
2885,Lemon,food
2886,Lemon balm,food
2887,Lemon grass,food
2888,Lemon sole,food
2889,Lemon thyme,food
2890,Lemon verbena,food
2891,Lemur,animal
2892,Lentils,food
2893,Leopard,animal
2894,Leopard Cat,animal
2895,Leopard Seal,animal
2896,Leopard Tortoise,animal
2897,Lettuce,food
2898,Lichee,food
2899,Liger,animal
2900,Lima bean,food
2901,Lime,food
2902,Lin,person
2903,Lin Aung,person
2904,Lin Htet Aung,person
2905,Lin Htin,person
2906,Lin Kyi,person
2907,Lin Lin,person
2908,Lin Lin,person
2909,Lin Lin Tun,person
2910,Lin Myat Ko,person
2911,Lin Naing,person
2912,Lin Win,person
2913,Lin Zarni Tun,person
2914,Linden,food
2915,Lingcod,food
2916,Lingonberry,food
2917,Lion,animal
2918,Lionfish,animal
2919,Liquor,food
2920,Liquorice,food
2921,Little Penguin,animal
2922,Lizard,animal
2923,Llama,animal
2924,Lobster,animal
2925,Loganberry,food
2926,Long Eared Owl,animal
2927,Longan,food
2928,Loquat,food
2929,Lotus,food
2930,Lovage,food
2931,Lowbush blueberry,food
2932,Lu Aung,person
2933,Lu Aye,person
2934,Lu Jar,person
2935,Lu Khin,person
2936,Lu Lu Aung,person
2937,Lu Maw,person
2938,Lu Min,person
2939,Lu Paw,person
2940,Lu Tin,person
2941,Lumpsucker,food
2942,Lungfish,animal
2943,Lupine,food
2944,Lwin,person
2945,Lwin Aung,person
2946,Lwin Kyi,person
2947,Lwin Lwin,person
2948,Lwin Lwin Aung,person
2949,Lwin Lwin Aye,person
2950,Lwin Lwin Htay,person
2951,Lwin Lwin Kyi,person
2952,Lwin Lwin Mar,person
2953,Lwin Lwin Maw,person
2954,Lwin Lwin Moe,person
2955,Lwin Lwin Myint,person
2956,Lwin Lwin Oo,person
2957,Lwin Lwin Sein,person
2958,Lwin Lwin Soe,person
2959,Lwin Lwin Than,person
2960,Lwin Lwin Tun,person
2961,Lwin Mar Oo,person
2962,Lwin Myint,person
2963,Lwin Oo,person
2964,Lwin Sein,person
2965,Lynx,animal
2966,Ma Ma,person
2967,Ma Ma Gyi,person
2968,Ma Ma Kyi,person
2969,Ma Ma Lay,person
2970,Macadamia nut,food
2971,Macadamia nut M. tetraphylla,food
2972,Macaroni Penguin,animal
2973,Macaroni and cheese,food
2974,Macaw,animal
2975,Madeira wine,food
2976,Magellanic Penguin,animal
2977,Magpie,animal
2978,Maine Coon,animal
2979,Maitake,food
2980,Malabar plum,food
2981,Malabar spinach,food
2982,Malayan Civet,animal
2983,Malayan Tiger,animal
2984,Mallard duck,food
2985,Maltese,animal
2986,Malus Crab apple,food
2987,Mamey sapote,food
2988,Mammals,animal
2989,Mammee apple,food
2990,Manatee,animal
2991,Mandarin orange Clementine Tangerine,food
2992,Mandrill,animal
2993,Maned Wolf,animal
2994,Mango,food
2995,Manta Ray,animal
2996,Mar,person
2997,Mar Din,person
2998,Mar Mar,person
2999,Mar Mar Aye,person
3000,Mar Mar Cho,person
3001,Mar Mar Htay,person
3002,Mar Mar Khin,person
3003,Mar Mar Kyi,person
3004,Mar Mar Kyu,person
3005,Mar Mar Lwin,person
3006,Mar Mar Myint,person
3007,Mar Mar Nyunt,person
3008,Mar Mar Oo,person
3009,Mar Mar San,person
3010,Mar Mar Shwe,person
3011,Mar Mar Soe,person
3012,Mar Mar Swe,person
3013,Mar Mar Than,person
3014,Mar Mar Thein,person
3015,Mar Mar Tun,person
3016,Mar Mar Wai,person
3017,Mar Mar Win,person
3018,Mar Mar Yi,person
3019,Mar Naw,person
3020,Mar Tin,person
3021,Mar Yi,person
3022,Margarine,food
3023,Margarine like spread,food
3024,Marine Toad,animal
3025,Marine mussel,food
3026,Markhor,animal
3027,Marlar,person
3028,Marlar Aung,person
3029,Marlar Aye,person
3030,Marlar Khin,person
3031,Marlar Kyaw,person
3032,Marlar Lwin,person
3033,Marlar Myint,person
3034,Marlar Nwe,person
3035,Marlar Oo,person
3036,Marlar Sein,person
3037,Marlar Swe,person
3038,Marlar Than,person
3039,Marlar Tun,person
3040,Marlar Win,person
3041,Marmot,animal
3042,Marsh Frog,animal
3043,Marshmallow,food
3044,Marzipan,food
3045,Masked Palm Civet,animal
3046,Mastiff,animal
3047,Maung,person
3048,Maung Aung,person
3049,Maung Aye,person
3050,Maung Bo,person
3051,Maung Chan,person
3052,Maung Chit,person
3053,Maung Cho,person
3054,Maung Galay,person
3055,Maung Gyi,person
3056,Maung Han,person
3057,Maung Hla,person
3058,Maung Hlaing,person
3059,Maung Htay,person
3060,Maung Htoo,person
3061,Maung Htwe,person
3062,Maung Kaung,person
3063,Maung Khaing,person
3064,Maung Khin,person
3065,Maung Khwe,person
3066,Maung Ko,person
3067,Maung Kyaing,person
3068,Maung Kyan,person
3069,Maung Kyaw,person
3070,Maung Kyaw Aye,person
3071,Maung Kyaw Thein,person
3072,Maung Kyay,person
3073,Maung Kyi,person
3074,Maung Kyin,person
3075,Maung Lat,person
3076,Maung Lay,person
3077,Maung Lin,person
3078,Maung Lone,person
3079,Maung Lwin,person
3080,Maung Maung,person
3081,Maung Maung Aung,person
3082,Maung Maung Aye,person
3083,Maung Maung Chit,person
3084,Maung Maung Cho,person
3085,Maung Maung Gyi,person
3086,Maung Maung Han,person
3087,Maung Maung Hla,person
3088,Maung Maung Hlaing,person
3089,Maung Maung Htay,person
3090,Maung Maung Htoo,person
3091,Maung Maung Htwe,person
3092,Maung Maung Khaing,person
3093,Maung Maung Khin,person
3094,Maung Maung Ko,person
3095,Maung Maung Kyaw,person
3096,Maung Maung Kyi,person
3097,Maung Maung Lat,person
3098,Maung Maung Lay,person
3099,Maung Maung Lin,person
3100,Maung Maung Lwin,person
3101,Maung Maung Mya,person
3102,Maung Maung Myint,person
3103,Maung Maung Myo,person
3104,Maung Maung Naing,person
3105,Maung Maung Ni,person
3106,Maung Maung Nyunt,person
3107,Maung Maung Ohn,person
3108,Maung Maung Oo,person
3109,Maung Maung San,person
3110,Maung Maung Sein,person
3111,Maung Maung Shwe,person
3112,Maung Maung Soe,person
3113,Maung Maung Swe,person
3114,Maung Maung Tar,person
3115,Maung Maung Than,person
3116,Maung Maung Thant,person
3117,Maung Maung Thaung,person
3118,Maung Maung Thein,person
3119,Maung Maung Thet,person
3120,Maung Maung Thin,person
3121,Maung Maung Thwin,person
3122,Maung Maung Tin,person
3123,Maung Maung Tint,person
3124,Maung Maung Toe,person
3125,Maung Maung Tun,person
3126,Maung Maung Win,person
3127,Maung Maung Yi,person
3128,Maung Maung Yin,person
3129,Maung Maung Zaw,person
3130,Maung Maung Zin,person
3131,Maung Maw,person
3132,Maung Min,person
3133,Maung Mya,person
3134,Maung Myaing,person
3135,Maung Myint,person
3136,Maung Myo,person
3137,Maung Naing,person
3138,Maung Nge,person
3139,Maung Ngwe,person
3140,Maung Ni,person
3141,Maung Nu,person
3142,Maung Nyan,person
3143,Maung Nyein,person
3144,Maung Nyi,person
3145,Maung Nyo,person
3146,Maung Nyunt,person
3147,Maung Ohn,person
3148,Maung Oo,person
3149,Maung Phu,person
3150,Maung Phyu,person
3151,Maung Pu,person
3152,Maung Pyone,person
3153,Maung Pyu,person
3154,Maung San,person
3155,Maung Saw,person
3156,Maung Sein,person
3157,Maung Shein,person
3158,Maung Shin,person
3159,Maung Shwe,person
3160,Maung Sint,person
3161,Maung Soe,person
3162,Maung Swe,person
3163,Maung Than,person
